organ	country	month_day	avg_2019	avg_2020	ratio
heart	Greece	05-07	0.003	0.067	0.052
heart	Greece	05-08	-0.001	0.069	-0.009
heart	Greece	05-09	-0.002	0.071	-0.035
heart	Greece	05-10	-0.003	0.071	-0.045
heart	Greece	05-11	-0.004	0.07	-0.057
heart	Greece	05-12	-0.005	0.067	-0.068
heart	Greece	05-13	-0.004	0.061	-0.068
heart	Greece	05-14	-0.003	0.054	-0.055
heart	Greece	05-15	-0.001	0.047	-0.023
heart	Greece	05-16	0.001	0.041	0.032
heart	Greece	05-17	0.004	0.035	0.12
heart	Greece	05-18	0.008	0.027	0.281
heart	Greece	05-19	0.012	0.02	0.6
heart	Greece	05-20	0.017	0.014	1.204
heart	Greece	05-21	0.023	0.01	2.353
heart	Greece	05-22	0.031	0.006	4.877
heart	Greece	05-23	0.04	0.003	11.361
heart	Greece	05-24	0.048	0.001	42.291
heart	Greece	05-25	0.056	-0.001	-72.954
heart	Greece	05-26	0.065	-0.002	-37.622
heart	Greece	05-27	0.074	-0.002	-46.5
heart	Greece	05-28	0.083	-0.001	-73.4
heart	Greece	05-29	0.091	-0.001	-85.046
heart	Greece	05-30	0.096	-0.001	-80.964
heart	Greece	05-31	0.102	-0.001	-106.242
heart	Greece	06-01	0.107	-0.001	-189.786
heart	Greece	06-02	0.11	0	-587.313
heart	Greece	06-03	0.111	0	-4813.487
heart	Greece	06-04	0.11	0	-4239.214
heart	Greece	06-05	0.107	0	-3970.515
heart	Greece	06-06	0.102	0	-3946.556
heart	Greece	06-07	0.098	0	-4226.634
heart	Greece	06-08	0.092	0	-488.907
heart	Greece	06-09	0.083	-0.001	-148.045
heart	Greece	06-10	0.074	-0.001	-76.901
heart	Greece	06-11	0.064	-0.001	-54.103
heart	Greece	06-12	0.056	-0.001	-52.764
heart	Greece	06-13	0.048	-0.001	-42.304
heart	Greece	06-14	0.039	-0.002	-24.384
heart	Greece	06-15	0.03	-0.002	-17.499
heart	Greece	06-16	0.023	-0.001	-29.63
heart	Greece	06-17	0.017	0.001	15.131
heart	Greece	06-18	0.013	0.003	3.578
heart	Greece	06-19	0.008	0.006	1.316
heart	Greece	06-20	0.005	0.01	0.494
heart	Greece	06-21	0.002	0.014	0.137
heart	Greece	06-22	0	0.02	0.001
heart	Greece	06-23	-0.001	0.027	-0.026
heart	Greece	06-24	-0.001	0.035	-0.028
heart	Greece	06-25	-0.001	0.041	-0.035
heart	Greece	06-26	-0.002	0.047	-0.039
heart	Greece	06-27	-0.002	0.054	-0.03
heart	Greece	06-28	-0.001	0.061	-0.017
heart	Greece	06-29	0	0.067	-0.007
heart	Greece	06-30	0	0.07	-0.003
heart	Greece	07-01	0	0.071	-0.005
heart	Greece	07-02	-0.001	0.071	-0.009
heart	Greece	07-03	-0.001	0.069	-0.012
heart	Greece	07-04	-0.001	0.067	-0.012
heart	Greece	07-05	-0.001	0.063	-0.015
heart	Greece	07-06	-0.002	0.057	-0.027
heart	Greece	07-07	-0.002	0.049	-0.042
heart	Greece	07-08	-0.002	0.042	-0.046
heart	Greece	07-09	-0.001	0.036	-0.019
heart	Greece	07-10	0.001	0.031	0.044
heart	Greece	07-11	0.004	0.026	0.147
heart	Greece	07-12	0.007	0.021	0.33
heart	Greece	07-13	0.011	0.017	0.659
heart	Greece	07-14	0.016	0.013	1.237
heart	Greece	07-15	0.021	0.009	2.344
heart	Greece	07-16	0.028	0.006	4.839
heart	Greece	07-17	0.035	0.003	12.805
heart	Greece	07-18	0.042	0	229.797
heart	Greece	07-19	0.051	-0.002	-26.74
heart	Greece	07-20	0.06	-0.004	-16.647
heart	Greece	07-21	0.071	-0.005	-14.025
heart	Hungary	03-01	0.023	0.238	0.096
heart	Hungary	03-02	0.031	0.236	0.133
heart	Hungary	03-03	0.04	0.234	0.171
heart	Hungary	03-04	0.048	0.232	0.208
heart	Hungary	03-05	0.057	0.23	0.246
heart	Hungary	03-06	0.065	0.229	0.283
heart	Hungary	03-07	0.073	0.227	0.32
heart	Hungary	03-08	0.08	0.225	0.357
heart	Hungary	03-09	0.088	0.223	0.394
heart	Hungary	03-10	0.095	0.221	0.43
heart	Hungary	03-11	0.103	0.22	0.467
heart	Hungary	03-12	0.11	0.218	0.503
heart	Hungary	03-13	0.117	0.216	0.539
heart	Hungary	03-14	0.123	0.214	0.575
heart	Hungary	03-15	0.13	0.213	0.61
heart	Hungary	03-16	0.136	0.211	0.646
heart	Hungary	03-17	0.143	0.209	0.681
heart	Hungary	03-18	0.149	0.208	0.716
heart	Hungary	03-19	0.155	0.206	0.751
heart	Hungary	03-20	0.16	0.204	0.786
heart	Hungary	03-21	0.166	0.202	0.82
heart	Hungary	03-22	0.171	0.201	0.853
heart	Hungary	03-23	0.177	0.199	0.886
heart	Hungary	03-24	0.182	0.198	0.919
heart	Hungary	03-25	0.187	0.196	0.952
heart	Hungary	03-26	0.191	0.195	0.984
heart	Hungary	03-27	0.196	0.193	1.016
heart	Hungary	03-28	0.201	0.191	1.049
heart	Hungary	03-29	0.205	0.189	1.083
heart	Hungary	03-30	0.209	0.187	1.116
heart	Hungary	03-31	0.213	0.185	1.149
heart	Hungary	04-01	0.217	0.184	1.181
heart	Hungary	04-02	0.221	0.182	1.214
heart	Hungary	04-03	0.224	0.18	1.246
heart	Hungary	04-04	0.227	0.178	1.28
heart	Hungary	04-05	0.231	0.176	1.314
heart	Hungary	04-06	0.234	0.173	1.349
heart	Hungary	04-07	0.237	0.171	1.387
heart	Hungary	04-08	0.239	0.168	1.427
heart	Hungary	04-09	0.242	0.165	1.47
heart	Hungary	04-10	0.245	0.161	1.516
heart	Hungary	04-11	0.247	0.158	1.565
heart	Hungary	04-12	0.25	0.155	1.616
heart	Hungary	04-13	0.252	0.151	1.67
heart	Hungary	04-14	0.254	0.147	1.725
heart	Hungary	04-15	0.256	0.144	1.781
heart	Hungary	04-16	0.257	0.14	1.837
heart	Hungary	04-17	0.258	0.136	1.894
heart	Hungary	04-18	0.259	0.133	1.952
heart	Hungary	04-19	0.26	0.129	2.017
heart	Hungary	04-20	0.26	0.125	2.086
heart	Hungary	04-21	0.26	0.121	2.161
heart	Hungary	04-22	0.26	0.116	2.24
heart	Hungary	04-23	0.26	0.112	2.322
heart	Hungary	04-24	0.26	0.108	2.408
heart	Hungary	04-25	0.259	0.104	2.494
heart	Hungary	04-26	0.258	0.1	2.579
heart	Hungary	04-27	0.257	0.096	2.666
heart	Hungary	04-28	0.255	0.092	2.757
heart	Hungary	04-29	0.253	0.088	2.854
heart	Hungary	04-30	0.25	0.084	2.958
heart	Hungary	05-01	0.247	0.081	3.067
heart	Hungary	05-02	0.244	0.077	3.184
heart	Hungary	05-03	0.241	0.073	3.307
heart	Hungary	05-04	0.238	0.069	3.435
heart	Hungary	05-05	0.236	0.066	3.569
heart	Hungary	05-06	0.233	0.063	3.71
heart	Hungary	05-07	0.23	0.059	3.864
heart	Hungary	05-08	0.226	0.056	4.032
heart	Hungary	05-09	0.222	0.053	4.215
heart	Hungary	05-10	0.218	0.049	4.413
heart	Hungary	05-11	0.214	0.046	4.625
heart	Hungary	05-12	0.211	0.043	4.85
heart	Hungary	05-13	0.207	0.041	5.083
heart	Hungary	05-14	0.204	0.038	5.317
heart	Hungary	05-15	0.202	0.036	5.559
heart	Hungary	05-16	0.199	0.034	5.82
heart	Hungary	05-17	0.196	0.032	6.097
heart	Hungary	05-18	0.193	0.03	6.388
heart	Hungary	05-19	0.19	0.028	6.684
heart	Hungary	05-20	0.188	0.027	6.978
heart	Hungary	05-21	0.185	0.026	7.256
heart	Hungary	05-22	0.183	0.024	7.502
heart	Hungary	05-23	0.18	0.023	7.696
heart	Hungary	05-24	0.178	0.023	7.817
heart	Hungary	05-25	0.176	0.022	7.87
heart	Hungary	05-26	0.175	0.022	7.869
heart	Hungary	05-27	0.173	0.022	7.81
heart	Hungary	05-28	0.171	0.022	7.693
heart	Hungary	05-29	0.17	0.023	7.519
heart	Hungary	05-30	0.169	0.023	7.292
heart	Hungary	05-31	0.167	0.024	7.021
heart	Hungary	06-01	0.166	0.025	6.712
heart	Hungary	06-02	0.165	0.026	6.376
heart	Hungary	06-03	0.164	0.027	6.032
heart	Hungary	06-04	0.163	0.029	5.692
heart	Hungary	06-05	0.162	0.03	5.359
heart	Hungary	06-06	0.161	0.032	5.034
heart	Hungary	06-07	0.16	0.034	4.719
heart	Hungary	06-08	0.16	0.036	4.414
heart	Hungary	06-09	0.159	0.039	4.123
heart	Hungary	06-10	0.159	0.041	3.844
heart	Hungary	06-11	0.158	0.044	3.578
heart	Hungary	06-12	0.158	0.047	3.327
heart	Hungary	06-13	0.157	0.051	3.086
heart	Hungary	06-14	0.156	0.055	2.858
heart	Hungary	06-15	0.156	0.059	2.648
heart	Hungary	06-16	0.156	0.063	2.456
heart	Hungary	06-17	0.156	0.068	2.283
heart	Hungary	06-18	0.155	0.073	2.129
heart	Hungary	06-19	0.155	0.078	1.991
heart	Hungary	06-20	0.155	0.083	1.868
heart	Hungary	06-21	0.154	0.088	1.759
heart	Hungary	06-22	0.154	0.093	1.655
heart	Hungary	06-23	0.153	0.099	1.552
heart	Hungary	06-24	0.153	0.105	1.454
heart	Hungary	06-25	0.152	0.111	1.363
heart	Hungary	06-26	0.151	0.118	1.281
heart	Hungary	06-27	0.151	0.125	1.207
heart	Hungary	06-28	0.15	0.131	1.142
heart	Hungary	06-29	0.149	0.138	1.085
heart	Hungary	06-30	0.149	0.144	1.036
heart	Hungary	07-01	0.148	0.149	0.995
heart	Hungary	07-02	0.148	0.154	0.958
heart	Hungary	07-03	0.147	0.16	0.92
heart	Hungary	07-04	0.147	0.166	0.883
heart	Hungary	07-05	0.146	0.172	0.848
heart	Hungary	07-06	0.145	0.178	0.816
heart	Hungary	07-07	0.145	0.184	0.788
heart	Hungary	07-08	0.144	0.189	0.763
heart	Hungary	07-09	0.144	0.194	0.743
heart	Hungary	07-10	0.144	0.198	0.727
heart	Hungary	07-11	0.144	0.201	0.714
heart	Hungary	07-12	0.144	0.205	0.701
heart	Hungary	07-13	0.143	0.208	0.689
heart	Hungary	07-14	0.143	0.211	0.679
heart	Hungary	07-15	0.143	0.214	0.67
heart	Hungary	07-16	0.144	0.217	0.662
heart	Hungary	07-17	0.144	0.219	0.657
heart	Hungary	07-18	0.144	0.22	0.654
heart	Hungary	07-19	0.145	0.221	0.654
heart	Hungary	07-20	0.145	0.222	0.655
heart	Hungary	07-21	0.146	0.221	0.659
heart	Hungary	07-22	0.147	0.221	0.664
heart	Hungary	07-23	0.147	0.22	0.671
heart	Hungary	07-24	0.148	0.219	0.679
heart	Hungary	07-25	0.149	0.217	0.689
heart	Hungary	07-26	0.15	0.215	0.701
heart	Hungary	07-27	0.152	0.213	0.714
heart	Hungary	07-28	0.153	0.21	0.728
heart	Hungary	07-29	0.154	0.207	0.746
heart	Hungary	07-30	0.156	0.203	0.767
heart	Hungary	07-31	0.158	0.199	0.792
heart	Hungary	08-01	0.159	0.194	0.82
heart	Hungary	08-02	0.161	0.189	0.853
heart	Hungary	08-03	0.163	0.184	0.888
heart	Hungary	08-04	0.165	0.178	0.927
heart	Hungary	08-05	0.167	0.172	0.968
heart	Hungary	08-06	0.169	0.167	1.013
heart	Hungary	08-07	0.172	0.162	1.058
heart	Hungary	08-08	0.174	0.157	1.109
heart	Hungary	08-09	0.177	0.151	1.17
heart	Hungary	08-10	0.179	0.145	1.24
heart	Hungary	08-11	0.182	0.138	1.32
heart	Hungary	08-12	0.185	0.131	1.41
heart	Hungary	08-13	0.188	0.125	1.51
heart	Hungary	08-14	0.191	0.118	1.619
heart	Hungary	08-15	0.194	0.112	1.735
heart	Hungary	08-16	0.198	0.107	1.855
heart	Hungary	08-17	0.201	0.101	1.986
heart	Hungary	08-18	0.205	0.096	2.14
heart	Hungary	08-19	0.209	0.09	2.319
heart	Hungary	08-20	0.213	0.084	2.524
heart	Hungary	08-21	0.217	0.079	2.758
heart	Hungary	08-22	0.221	0.073	3.022
heart	Hungary	08-23	0.226	0.068	3.316
heart	Hungary	08-24	0.23	0.063	3.638
heart	Hungary	08-25	0.233	0.059	3.982
heart	Hungary	08-26	0.237	0.055	4.338
heart	Hungary	08-27	0.24	0.051	4.727
heart	Hungary	08-28	0.244	0.047	5.182
heart	Hungary	08-29	0.247	0.043	5.709
heart	Hungary	08-30	0.251	0.04	6.313
heart	Hungary	08-31	0.255	0.036	6.994
heart	Hungary	09-01	0.258	0.033	7.743
heart	Hungary	09-02	0.262	0.031	8.542
heart	Hungary	09-03	0.264	0.028	9.353
heart	Hungary	09-04	0.267	0.026	10.114
heart	Hungary	09-05	0.269	0.025	10.807
heart	Hungary	09-06	0.27	0.024	11.445
heart	Hungary	09-07	0.272	0.023	11.995
heart	Hungary	09-08	0.274	0.022	12.422
heart	Hungary	09-09	0.275	0.022	12.698
heart	Hungary	09-10	0.276	0.022	12.803
heart	Hungary	09-11	0.277	0.022	12.73
heart	Hungary	09-12	0.277	0.022	12.486
heart	Hungary	09-13	0.277	0.023	12.089
heart	Hungary	09-14	0.277	0.024	11.566
heart	Hungary	09-15	0.276	0.025	10.887
heart	Hungary	09-16	0.275	0.027	10.076
heart	Hungary	09-17	0.274	0.03	9.226
heart	Hungary	09-18	0.272	0.032	8.401
heart	Hungary	09-19	0.27	0.035	7.638
heart	Hungary	09-20	0.268	0.039	6.954
heart	Hungary	09-21	0.265	0.042	6.352
heart	Hungary	09-22	0.263	0.045	5.83
heart	Hungary	09-23	0.26	0.048	5.383
