organ	country	month_day	avg_2019	avg_2020	ratio
total	Brazil	08-13	21.678	17.229	1.258
total	Brazil	08-14	21.675	17.279	1.254
total	Brazil	08-15	21.677	17.328	1.251
total	Brazil	08-16	21.683	17.378	1.248
total	Brazil	08-17	21.696	17.427	1.245
total	Brazil	08-18	21.721	17.473	1.243
total	Brazil	08-19	21.754	17.519	1.242
total	Brazil	08-20	21.794	17.563	1.241
total	Brazil	08-21	21.839	17.607	1.24
total	Brazil	08-22	21.887	17.651	1.24
total	Brazil	08-23	21.936	17.696	1.24
total	Brazil	08-24	21.985	17.742	1.239
total	Brazil	08-25	22.032	17.79	1.238
total	Brazil	08-26	22.074	17.84	1.237
total	Brazil	08-27	22.12	17.89	1.236
total	Brazil	08-28	22.176	17.94	1.236
total	Brazil	08-29	22.24	17.989	1.236
total	Brazil	08-30	22.308	18.037	1.237
total	Brazil	08-31	22.378	18.087	1.237
total	Brazil	09-01	22.447	18.137	1.238
total	Brazil	09-02	22.512	18.19	1.238
total	Brazil	09-03	22.569	18.244	1.237
total	Brazil	09-04	22.617	18.302	1.236
total	Brazil	09-05	22.66	18.361	1.234
total	Brazil	09-06	22.707	18.421	1.233
total	Brazil	09-07	22.756	18.481	1.231
total	Brazil	09-08	22.805	18.542	1.23
total	Brazil	09-09	22.853	18.604	1.228
total	Brazil	09-10	22.898	18.668	1.227
total	Brazil	09-11	22.938	18.734	1.224
total	Brazil	09-12	22.971	18.802	1.222
total	Brazil	09-13	22.997	18.873	1.219
total	Brazil	09-14	23.014	18.947	1.215
total	Brazil	09-15	23.024	19.024	1.21
total	Brazil	09-16	23.031	19.105	1.205
total	Brazil	09-17	23.034	19.19	1.2
total	Brazil	09-18	23.034	19.277	1.195
total	Brazil	09-19	23.029	19.365	1.189
total	Brazil	09-20	23.019	19.455	1.183
total	Brazil	09-21	23.004	19.545	1.177
total	Brazil	09-22	22.983	19.634	1.171
total	Brazil	09-23	22.956	19.723	1.164
total	Brazil	09-24	22.918	19.814	1.157
total	Brazil	09-25	22.865	19.912	1.148
total	Brazil	09-26	22.802	20.014	1.139
total	Brazil	09-27	22.731	20.119	1.13
total	Brazil	09-28	22.656	20.224	1.12
total	Brazil	09-29	22.58	20.328	1.111
total	Brazil	09-30	22.506	20.43	1.102
total	Brazil	10-01	22.438	20.527	1.093
total	Brazil	10-02	22.378	20.617	1.085
total	Brazil	10-03	22.315	20.707	1.078
total	Brazil	10-04	22.237	20.801	1.069
total	Brazil	10-05	22.149	20.897	1.06
total	Brazil	10-06	22.055	20.994	1.051
total	Brazil	10-07	21.961	21.089	1.041
total	Brazil	10-08	21.871	21.182	1.033
total	Brazil	10-09	21.791	21.27	1.024
total	Brazil	10-10	21.723	21.35	1.017
total	Brazil	10-11	21.675	21.422	1.012
total	Brazil	10-12	21.638	21.489	1.007
total	Brazil	10-13	21.602	21.556	1.002
total	Brazil	10-14	21.57	21.621	0.998
total	Brazil	10-15	21.54	21.684	0.993
total	Brazil	10-16	21.515	21.743	0.99
total	Brazil	10-17	21.496	21.798	0.986
total	Brazil	10-18	21.484	21.848	0.983
total	Brazil	10-19	21.478	21.892	0.981
total	Brazil	10-20	21.482	21.929	0.98
total	Brazil	10-21	21.494	21.957	0.979
total	Brazil	10-22	21.518	21.979	0.979
total	Brazil	10-23	21.553	21.997	0.98
total	Brazil	10-24	21.597	22.011	0.981
total	Brazil	10-25	21.649	22.02	0.983
total	Brazil	10-26	21.708	22.024	0.986
total	Brazil	10-27	21.771	22.022	0.989
total	Brazil	10-28	21.838	22.016	0.992
total	Brazil	10-29	21.906	22.003	0.996
total	Brazil	10-30	21.974	21.985	1
total	Brazil	10-31	22.049	21.959	1.004
total	Brazil	11-01	22.135	21.926	1.01
total	Brazil	11-02	22.229	21.885	1.016
total	Brazil	11-03	22.33	21.838	1.023
total	Brazil	11-04	22.435	21.786	1.03
total	Brazil	11-05	22.542	21.73	1.037
total	Brazil	11-06	22.648	21.671	1.045
total	Brazil	11-07	22.751	21.609	1.053
total	Brazil	11-08	22.849	21.546	1.06
total	Brazil	11-09	22.949	21.478	1.068
total	Brazil	11-10	23.059	21.404	1.077
total	Brazil	11-11	23.176	21.323	1.087
total	Brazil	11-12	23.297	21.237	1.097
total	Brazil	11-13	23.42	21.148	1.107
total	Brazil	11-14	23.541	21.055	1.118
total	Brazil	11-15	23.659	20.96	1.129
total	Brazil	11-16	23.77	20.863	1.139
total	Brazil	11-17	23.872	20.767	1.15
total	Brazil	11-18	23.971	20.669	1.16
total	Brazil	11-19	24.076	20.568	1.171
total	Brazil	11-20	24.184	20.464	1.182
total	Brazil	11-21	24.293	20.356	1.193
total	Brazil	11-22	24.401	20.246	1.205
total	Brazil	11-23	24.505	20.133	1.217
total	Brazil	11-24	24.604	20.017	1.229
total	Brazil	11-25	24.695	19.898	1.241
total	Brazil	11-26	24.777	19.777	1.253
total	Brazil	11-27	24.847	19.653	1.264
total	Brazil	11-28	24.909	19.526	1.276
total	Brazil	11-29	24.968	19.397	1.287
total	Brazil	11-30	25.023	19.264	1.299
total	Brazil	12-01	25.074	19.129	1.311
total	Brazil	12-02	25.119	18.991	1.323
total	Brazil	12-03	25.159	18.85	1.335
total	Brazil	12-04	25.191	18.706	1.347
total	Brazil	12-05	25.217	18.56	1.359
total	Brazil	12-06	25.235	18.41	1.371
total	Brazil	12-07	25.246	18.258	1.383
total	Brazil	12-08	25.251	18.102	1.395
total	Brazil	12-09	25.252	17.944	1.407
total	Brazil	12-10	25.247	17.783	1.42
total	Brazil	12-11	25.236	17.619	1.432
total	Brazil	12-12	25.219	17.452	1.445
total	Brazil	12-13	25.196	17.283	1.458
total	Brazil	12-14	25.167	17.11	1.471
total	Brazil	12-15	25.132	16.935	1.484
total	Brazil	12-16	25.091	16.757	1.497
total	Brazil	12-17	25.043	16.575	1.511
total	Brazil	12-18	24.988	16.391	1.524
total	Brazil	12-19	24.928	16.204	1.538
total	Brazil	12-20	24.862	16.015	1.552
total	Brazil	12-21	24.789	15.822	1.567
total	Brazil	12-22	24.711	15.626	1.581
total	Brazil	12-23	24.627	15.428	1.596
total	Brazil	12-24	24.536	15.227	1.611
total	Chile	03-01	1.138	1.113	1.023
total	Chile	03-02	1.211	0.981	1.235
total	Chile	03-03	1.274	0.863	1.477
total	Chile	03-04	1.327	0.759	1.748
total	Chile	03-05	1.37	0.669	2.049
total	Chile	03-06	1.405	0.591	2.379
total	Chile	03-07	1.432	0.529	2.706
total	Chile	03-08	1.45	0.483	3.003
total	Chile	03-09	1.46	0.444	3.287
total	Chile	03-10	1.478	0.42	3.519
total	Chile	03-11	1.482	0.401	3.697
total	Chile	03-12	1.444	0.376	3.838
total	Chile	03-13	1.384	0.355	3.901
total	Chile	03-14	1.309	0.33	3.969
total	Chile	03-15	1.173	0.296	3.96
total	Chile	03-16	1.037	0.262	3.962
total	Chile	03-17	0.947	0.226	4.183
total	Chile	03-18	0.863	0.189	4.574
total	Chile	03-19	0.829	0.161	5.141
total	Chile	03-20	0.891	0.141	6.317
total	Chile	03-21	0.98	0.131	7.511
total	Chile	03-22	1.079	0.139	7.753
total	Chile	03-23	1.211	0.16	7.548
total	Chile	03-24	1.306	0.19	6.858
total	Chile	03-25	1.347	0.24	5.602
total	Chile	03-26	1.37	0.296	4.631
total	Chile	03-27	1.371	0.343	4
total	Chile	03-28	1.349	0.392	3.439
total	Chile	03-29	1.322	0.439	3.009
total	Chile	03-30	1.302	0.472	2.757
total	Chile	03-31	1.27	0.508	2.501
total	Chile	04-01	1.216	0.562	2.164
total	Chile	04-02	1.148	0.623	1.843
total	Chile	04-03	1.074	0.69	1.558
total	Chile	04-04	0.973	0.783	1.243
total	Chile	04-05	0.872	0.875	0.997
total	Chile	04-06	0.798	0.946	0.844
total	Chile	04-07	0.729	1.013	0.719
total	Chile	04-08	0.683	1.059	0.645
total	Chile	04-09	0.673	1.068	0.63
total	Chile	04-10	0.679	1.064	0.638
total	Chile	04-11	0.696	1.056	0.66
total	Chile	04-12	0.73	1.034	0.706
total	Chile	04-13	0.768	1.014	0.757
total	Chile	04-14	0.812	1.004	0.809
total	Chile	04-15	0.862	0.99	0.87
total	Chile	04-16	0.92	0.973	0.946
total	Chile	04-17	0.988	0.953	1.037
total	Chile	04-18	1.044	0.925	1.129
total	Chile	04-19	1.085	0.882	1.23
total	Chile	04-20	1.12	0.835	1.341
total	Chile	04-21	1.136	0.781	1.455
total	Chile	04-22	1.14	0.719	1.585
total	Chile	04-23	1.145	0.667	1.717
total	Chile	04-24	1.155	0.622	1.857
total	Chile	04-25	1.161	0.583	1.991
total	Chile	04-26	1.173	0.568	2.067
total	Chile	04-27	1.187	0.565	2.102
total	Chile	04-28	1.188	0.558	2.128
total	Chile	04-29	1.166	0.557	2.094
total	Chile	04-30	1.138	0.552	2.061
total	Chile	05-01	1.098	0.522	2.104
total	Chile	05-02	1.047	0.481	2.175
total	Chile	05-03	1.013	0.442	2.29
total	Chile	05-04	1	0.393	2.541
total	Chile	05-05	0.997	0.348	2.87
total	Chile	05-06	1.02	0.327	3.12
total	Chile	05-07	1.061	0.316	3.354
total	Chile	05-08	1.098	0.308	3.565
total	Chile	05-09	1.133	0.313	3.623
total	Chile	05-10	1.167	0.318	3.674
total	Chile	05-11	1.187	0.304	3.904
total	Chile	05-12	1.201	0.285	4.214
total	Chile	05-13	1.225	0.267	4.582
total	Chile	05-14	1.259	0.247	5.092
total	Chile	05-15	1.302	0.232	5.613
total	Chile	05-16	1.361	0.229	5.942
total	Chile	05-17	1.431	0.231	6.187
total	Chile	05-18	1.512	0.241	6.27
total	Chile	05-19	1.607	0.261	6.169
total	Chile	05-20	1.715	0.288	5.954
total	Croatia	03-01	0.548	1.141	0.48
total	Croatia	03-02	0.551	1.101	0.5
total	Croatia	03-03	0.554	1.062	0.522
total	Croatia	03-04	0.557	1.023	0.545
total	Croatia	03-05	0.56	0.985	0.569
total	Croatia	03-06	0.563	0.947	0.595
total	Croatia	03-07	0.566	0.909	0.622
total	Croatia	03-08	0.568	0.872	0.652
total	Croatia	03-09	0.571	0.835	0.683
total	Croatia	03-10	0.573	0.799	0.718
total	Croatia	03-11	0.575	0.762	0.755
total	Croatia	03-12	0.578	0.726	0.795
total	Croatia	03-13	0.58	0.691	0.839
total	Croatia	03-14	0.581	0.655	0.887
total	Croatia	03-15	0.583	0.62	0.94
total	Croatia	03-16	0.585	0.586	0.997
total	Croatia	03-17	0.586	0.553	1.06
total	Croatia	03-18	0.588	0.521	1.129
total	Croatia	03-19	0.589	0.489	1.205
total	Croatia	03-20	0.59	0.458	1.29
total	Croatia	03-21	0.591	0.425	1.39
total	Croatia	03-22	0.592	0.393	1.506
total	Croatia	03-23	0.593	0.361	1.643
total	Croatia	03-24	0.594	0.329	1.805
total	Croatia	03-25	0.594	0.298	1.996
total	Croatia	03-26	0.595	0.268	2.221
total	Croatia	03-27	0.595	0.239	2.489
total	Croatia	03-28	0.595	0.212	2.805
total	Croatia	03-29	0.595	0.187	3.175
total	Croatia	03-30	0.595	0.164	3.638
total	Croatia	03-31	0.595	0.139	4.268
total	Croatia	04-01	0.594	0.115	5.153
total	Croatia	04-02	0.594	0.092	6.45
total	Croatia	04-03	0.593	0.07	8.469
total	Croatia	04-04	0.592	0.05	11.894
total	Croatia	04-05	0.592	0.032	18.543
total	Croatia	04-06	0.591	0.017	35.041
total	Croatia	04-07	0.59	0.005	113.335
total	Croatia	04-08	0.589	-0.003	-197.583
total	Croatia	04-09	0.588	-0.008	-71.774
total	Croatia	04-10	0.586	-0.011	-54.609
total	Croatia	04-11	0.584	-0.011	-53.441
total	Croatia	04-12	0.583	-0.009	-63.92
total	Croatia	04-13	0.581	-0.006	-103.912
total	Croatia	04-14	0.579	-0.001	-854.329
total	Croatia	04-15	0.577	0.005	108.9
total	Croatia	04-16	0.576	0.012	47.864
total	Croatia	04-17	0.575	0.019	29.938
total	Croatia	04-18	0.573	0.028	20.401
total	Croatia	04-19	0.572	0.04	14.316
total	Croatia	04-20	0.57	0.054	10.521
total	Croatia	04-21	0.568	0.07	8.082
total	Croatia	04-22	0.566	0.088	6.453
total	Croatia	04-23	0.564	0.106	5.324
total	Croatia	04-24	0.562	0.124	4.518
total	Croatia	04-25	0.561	0.143	3.93
total	Croatia	04-26	0.56	0.16	3.496
total	Croatia	04-27	0.559	0.178	3.135
total	Croatia	04-28	0.558	0.199	2.808
total	Croatia	04-29	0.557	0.221	2.521
total	Croatia	04-30	0.555	0.244	2.275
total	Croatia	05-01	0.554	0.268	2.067
total	Croatia	05-02	0.553	0.292	1.893
total	Croatia	05-03	0.553	0.316	1.749
total	Croatia	05-04	0.554	0.34	1.631
total	Croatia	05-05	0.555	0.362	1.535
total	Croatia	05-06	0.557	0.384	1.452
total	Croatia	05-07	0.559	0.408	1.372
total	Croatia	05-08	0.562	0.433	1.298
total	Croatia	05-09	0.564	0.458	1.231
total	Croatia	05-10	0.567	0.484	1.172
total	Croatia	05-11	0.571	0.51	1.12
total	Croatia	05-12	0.575	0.535	1.076
total	Croatia	05-13	0.58	0.558	1.039
total	Croatia	05-14	0.585	0.58	1.01
total	Croatia	05-15	0.592	0.601	0.985
total	Croatia	05-16	0.6	0.623	0.962
total	Croatia	05-17	0.608	0.645	0.942
total	Croatia	05-18	0.617	0.668	0.924
total	Croatia	05-19	0.626	0.689	0.909
total	Croatia	05-20	0.636	0.711	0.895
total	Croatia	05-21	0.646	0.731	0.884
total	Croatia	05-22	0.657	0.75	0.876
total	Croatia	05-23	0.667	0.767	0.87
total	Croatia	05-24	0.678	0.783	0.866
total	Croatia	05-25	0.688	0.797	0.864
total	Croatia	05-26	0.701	0.81	0.865
total	Croatia	05-27	0.714	0.822	0.868
total	Croatia	05-28	0.727	0.834	0.872
total	Croatia	05-29	0.741	0.845	0.877
total	Croatia	05-30	0.755	0.855	0.884
total	Croatia	05-31	0.769	0.864	0.89
total	Croatia	06-01	0.782	0.872	0.897
total	Croatia	06-02	0.794	0.879	0.904
total	Croatia	06-03	0.807	0.884	0.913
total	Croatia	06-04	0.82	0.887	0.925
total	Croatia	06-05	0.835	0.889	0.939
total	Croatia	06-06	0.849	0.888	0.956
total	Croatia	06-07	0.864	0.887	0.974
total	Croatia	06-08	0.879	0.886	0.992
total	Croatia	06-09	0.892	0.884	1.01
total	Croatia	06-10	0.905	0.882	1.026
total	Croatia	06-11	0.916	0.881	1.04
total	Croatia	06-12	0.925	0.881	1.05
total	Croatia	06-13	0.934	0.881	1.06
total	Croatia	06-14	0.943	0.88	1.072
total	Croatia	06-15	0.952	0.878	1.084
total	Croatia	06-16	0.96	0.875	1.097
total	Croatia	06-17	0.968	0.872	1.11
total	Croatia	06-18	0.975	0.869	1.122
total	Croatia	06-19	0.981	0.867	1.132
total	Croatia	06-20	0.985	0.865	1.139
total	Croatia	06-21	0.987	0.864	1.142
total	Croatia	06-22	0.988	0.865	1.142
total	Croatia	06-23	0.987	0.865	1.14
total	Croatia	06-24	0.984	0.866	1.136
total	Croatia	06-25	0.981	0.867	1.131
total	Croatia	06-26	0.976	0.868	1.124
total	Croatia	06-27	0.97	0.87	1.116
total	Croatia	06-28	0.964	0.871	1.107
total	Croatia	06-29	0.958	0.873	1.097
total	Croatia	06-30	0.95	0.874	1.088
total	Croatia	07-01	0.943	0.875	1.078
total	Croatia	07-02	0.935	0.876	1.067
total	Croatia	07-03	0.924	0.878	1.053
total	Croatia	07-04	0.912	0.879	1.037
total	Croatia	07-05	0.898	0.881	1.019
total	Croatia	07-06	0.884	0.883	1.001
total	Croatia	07-07	0.869	0.885	0.982
total	Croatia	07-08	0.855	0.887	0.965
total	Croatia	07-09	0.842	0.888	0.948
total	Croatia	07-10	0.829	0.889	0.933
total	Croatia	07-11	0.817	0.89	0.918
total	Croatia	07-12	0.802	0.891	0.901
total	Croatia	07-13	0.787	0.892	0.882
total	Croatia	07-14	0.771	0.893	0.863
total	Croatia	07-15	0.755	0.894	0.844
total	Croatia	07-16	0.739	0.894	0.826
total	Croatia	07-17	0.724	0.895	0.809
total	Croatia	07-18	0.711	0.895	0.794
total	Croatia	07-19	0.699	0.894	0.782
total	Croatia	07-20	0.689	0.894	0.771
total	Croatia	07-21	0.678	0.893	0.759
total	Croatia	07-22	0.666	0.893	0.746
total	Croatia	07-23	0.655	0.892	0.734
total	Croatia	07-24	0.644	0.891	0.723
total	Croatia	07-25	0.634	0.89	0.713
total	Croatia	07-26	0.626	0.888	0.704
total	Croatia	07-27	0.618	0.886	0.698
total	Croatia	07-28	0.613	0.883	0.694
total	Croatia	07-29	0.609	0.88	0.693
total	Croatia	07-30	0.607	0.876	0.693
total	Croatia	07-31	0.607	0.873	0.695
total	Croatia	08-01	0.607	0.869	0.698
total	Croatia	08-02	0.608	0.865	0.703
total	Croatia	08-03	0.61	0.86	0.709
total	Croatia	08-04	0.612	0.855	0.716
total	Croatia	08-05	0.615	0.849	0.724
total	Croatia	08-06	0.618	0.843	0.733
total	Croatia	08-07	0.621	0.836	0.742
total	Croatia	08-08	0.624	0.829	0.753
total	Croatia	08-09	0.63	0.82	0.768
total	Croatia	08-10	0.637	0.811	0.785
total	Croatia	08-11	0.645	0.801	0.805
total	Croatia	08-12	0.654	0.791	0.826
total	Croatia	08-13	0.662	0.781	0.848
total	Croatia	08-14	0.67	0.77	0.871
total	Croatia	08-15	0.678	0.759	0.893
total	Croatia	08-16	0.684	0.748	0.914
total	Croatia	08-17	0.689	0.736	0.936
total	Croatia	08-18	0.696	0.723	0.962
total	Croatia	08-19	0.702	0.709	0.99
total	Croatia	08-20	0.71	0.695	1.021
total	Croatia	08-21	0.717	0.68	1.055
total	Croatia	08-22	0.723	0.664	1.089
total	Croatia	08-23	0.73	0.649	1.124
total	Croatia	08-24	0.736	0.635	1.158
total	Croatia	08-25	0.74	0.621	1.191
total	Croatia	08-26	0.744	0.609	1.221
total	Croatia	08-27	0.747	0.597	1.251
total	Croatia	08-28	0.75	0.585	1.283
total	Croatia	08-29	0.753	0.572	1.316
total	Croatia	08-30	0.756	0.559	1.351
total	Croatia	08-31	0.758	0.547	1.387
total	Croatia	09-01	0.76	0.534	1.422
total	Croatia	09-02	0.761	0.523	1.455
total	Croatia	09-03	0.761	0.512	1.486
total	Croatia	09-04	0.76	0.503	1.513
total	Croatia	09-05	0.758	0.494	1.534
total	Croatia	09-06	0.755	0.487	1.55
total	Croatia	09-07	0.751	0.481	1.562
total	Croatia	09-08	0.746	0.475	1.57
total	Croatia	09-09	0.74	0.47	1.576
total	Croatia	09-10	0.734	0.465	1.58
total	Croatia	09-11	0.728	0.46	1.583
total	Croatia	09-12	0.722	0.455	1.586
total	Croatia	09-13	0.716	0.45	1.59
total	Croatia	09-14	0.711	0.445	1.597
total	Croatia	09-15	0.705	0.44	1.601
total	Croatia	09-16	0.697	0.436	1.6
total	Croatia	09-17	0.689	0.432	1.593
total	Croatia	09-18	0.68	0.429	1.584
total	Croatia	09-19	0.671	0.426	1.574
total	Croatia	09-20	0.662	0.423	1.564
total	Croatia	09-21	0.653	0.42	1.556
total	Croatia	09-22	0.646	0.416	1.552
total	Croatia	09-23	0.641	0.412	1.554
total	Croatia	09-24	0.636	0.408	1.56
total	Croatia	09-25	0.631	0.403	1.566
total	Croatia	09-26	0.626	0.398	1.572
total	Croatia	09-27	0.621	0.393	1.579
total	Croatia	09-28	0.616	0.388	1.588
total	Croatia	09-29	0.612	0.383	1.597
total	Croatia	09-30	0.609	0.379	1.609
total	Croatia	10-01	0.607	0.374	1.622
total	Croatia	10-02	0.605	0.37	1.637
total	Croatia	10-03	0.604	0.365	1.656
total	Croatia	10-04	0.604	0.36	1.677
total	Croatia	10-05	0.605	0.356	1.7
total	Croatia	10-06	0.606	0.351	1.726
total	Croatia	10-07	0.607	0.346	1.755
total	Croatia	10-08	0.609	0.342	1.784
total	Croatia	10-09	0.612	0.337	1.815
total	Croatia	10-10	0.615	0.333	1.847
total	Croatia	10-11	0.618	0.329	1.878
total	Croatia	10-12	0.623	0.326	1.912
total	Croatia	10-13	0.628	0.322	1.95
total	Croatia	10-14	0.635	0.319	1.991
total	Croatia	10-15	0.642	0.316	2.034
total	Croatia	10-16	0.65	0.313	2.079
total	Croatia	10-17	0.659	0.31	2.125
total	Croatia	10-18	0.667	0.307	2.17
total	Croatia	10-19	0.675	0.305	2.215
total	Croatia	10-20	0.682	0.302	2.259
total	Croatia	10-21	0.688	0.299	2.3
total	Croatia	10-22	0.695	0.297	2.341
total	Croatia	10-23	0.703	0.294	2.387
total	Croatia	10-24	0.711	0.292	2.436
total	Croatia	10-25	0.721	0.29	2.486
total	Croatia	10-26	0.73	0.288	2.536
total	Croatia	10-27	0.738	0.286	2.584
total	Croatia	10-28	0.746	0.284	2.629
total	Croatia	10-29	0.752	0.282	2.669
total	Croatia	10-30	0.757	0.28	2.703
total	Croatia	10-31	0.759	0.278	2.73
total	Croatia	11-01	0.76	0.276	2.753
total	Croatia	11-02	0.76	0.274	2.773
total	Croatia	11-03	0.76	0.272	2.789
total	Croatia	11-04	0.758	0.271	2.803
total	Croatia	11-05	0.757	0.269	2.815
total	Croatia	11-06	0.756	0.267	2.826
total	Croatia	11-07	0.755	0.266	2.837
total	Croatia	11-08	0.755	0.265	2.848
total	Croatia	11-09	0.754	0.264	2.855
total	Croatia	11-10	0.751	0.263	2.852
total	Croatia	11-11	0.746	0.263	2.842
total	Croatia	11-12	0.741	0.262	2.829
total	Croatia	11-13	0.735	0.261	2.813
total	Croatia	11-14	0.73	0.261	2.798
total	Croatia	11-15	0.727	0.261	2.787
total	Croatia	11-16	0.725	0.261	2.782
total	Croatia	11-17	0.727	0.261	2.785
total	Croatia	11-18	0.732	0.262	2.796
total	Croatia	11-19	0.738	0.263	2.81
total	Croatia	11-20	0.744	0.263	2.825
total	Croatia	11-21	0.752	0.265	2.843
total	Croatia	11-22	0.761	0.266	2.861
total	Croatia	11-23	0.77	0.267	2.88
total	Croatia	11-24	0.78	0.269	2.899
total	Croatia	11-25	0.79	0.271	2.916
total	Croatia	11-26	0.8	0.273	2.932
total	Croatia	11-27	0.811	0.275	2.946
total	Croatia	11-28	0.822	0.278	2.96
total	Croatia	11-29	0.834	0.28	2.976
total	Croatia	11-30	0.847	0.283	2.993
total	Croatia	12-01	0.861	0.286	3.01
total	Croatia	12-02	0.876	0.289	3.026
total	Croatia	12-03	0.89	0.293	3.041
total	Croatia	12-04	0.905	0.296	3.053
total	Croatia	12-05	0.919	0.3	3.062
total	Croatia	12-06	0.932	0.304	3.066
total	Croatia	12-07	0.945	0.308	3.068
total	Croatia	12-08	0.959	0.312	3.07
total	Croatia	12-09	0.973	0.317	3.071
total	Croatia	12-10	0.988	0.322	3.072
total	Croatia	12-11	1.002	0.326	3.071
total	Croatia	12-12	1.017	0.331	3.069
total	Croatia	12-13	1.032	0.337	3.066
total	Croatia	12-14	1.047	0.342	3.061
total	Croatia	12-15	1.062	0.348	3.055
total	Croatia	12-16	1.077	0.353	3.047
total	Croatia	12-17	1.092	0.359	3.038
total	Croatia	12-18	1.106	0.365	3.027
total	Croatia	12-19	1.121	0.372	3.016
total	Croatia	12-20	1.136	0.378	3.003
total	Croatia	12-21	1.151	0.385	2.99
total	Croatia	12-22	1.166	0.392	2.976
total	Croatia	12-23	1.181	0.399	2.961
total	Croatia	12-24	1.197	0.406	2.947
total	Finland	03-01	0.357	1.338	0.267
total	Finland	03-02	0.448	1.298	0.345
total	Finland	03-03	0.536	1.26	0.425
total	Finland	03-04	0.622	1.224	0.508
total	Finland	03-05	0.704	1.189	0.592
total	Finland	03-06	0.785	1.156	0.678
total	Finland	03-07	0.862	1.125	0.766
total	Finland	03-08	0.937	1.096	0.855
total	Finland	03-09	1.009	1.068	0.945
total	Finland	03-10	1.079	1.043	1.035
total	Finland	03-11	1.146	1.019	1.124
total	Finland	03-12	1.21	0.997	1.213
total	Finland	03-13	1.272	0.978	1.301
total	Finland	03-14	1.331	0.96	1.387
total	Finland	03-15	1.388	0.943	1.471
total	Finland	03-16	1.442	0.928	1.553
total	Finland	03-17	1.493	0.915	1.631
total	Finland	03-18	1.541	0.903	1.707
total	Finland	03-19	1.586	0.892	1.778
total	Finland	03-20	1.629	0.883	1.844
total	Finland	03-21	1.67	0.878	1.903
total	Finland	03-22	1.708	0.875	1.953
total	Finland	03-23	1.744	0.874	1.996
total	Finland	03-24	1.777	0.875	2.032
total	Finland	03-25	1.808	0.877	2.062
total	Finland	03-26	1.835	0.88	2.085
total	Finland	03-27	1.86	0.884	2.103
total	Finland	03-28	1.881	0.889	2.117
total	Finland	03-29	1.9	0.893	2.127
total	Finland	03-30	1.914	0.9	2.127
total	Finland	03-31	1.926	0.913	2.111
total	Finland	04-01	1.935	0.929	2.083
total	Finland	04-02	1.941	0.947	2.049
total	Finland	04-03	1.943	0.966	2.011
total	Finland	04-04	1.943	0.985	1.974
total	Finland	04-05	1.94	1.001	1.939
total	Finland	04-06	1.935	1.014	1.909
total	Finland	04-07	1.927	1.021	1.887
total	Finland	04-08	1.914	1.026	1.865
total	Finland	04-09	1.895	1.031	1.838
total	Finland	04-10	1.871	1.036	1.806
total	Finland	04-11	1.843	1.041	1.771
total	Finland	04-12	1.812	1.044	1.735
total	Finland	04-13	1.779	1.047	1.699
total	Finland	04-14	1.745	1.048	1.665
total	Finland	04-15	1.71	1.047	1.634
total	Finland	04-16	1.677	1.044	1.607
total	Finland	04-17	1.646	1.038	1.586
total	Finland	04-18	1.612	1.027	1.57
total	Finland	04-19	1.572	1.01	1.556
total	Finland	04-20	1.527	0.989	1.543
total	Finland	04-21	1.479	0.966	1.531
total	Finland	04-22	1.43	0.941	1.52
total	Finland	04-23	1.382	0.916	1.508
total	Finland	04-24	1.336	0.893	1.496
total	Finland	04-25	1.296	0.874	1.483
total	Finland	04-26	1.261	0.859	1.468
total	Finland	04-27	1.229	0.845	1.455
total	Finland	04-28	1.196	0.828	1.443
total	Finland	04-29	1.161	0.81	1.434
total	Finland	04-30	1.127	0.791	1.425
total	Finland	05-01	1.094	0.772	1.416
total	Finland	05-02	1.062	0.755	1.407
total	Finland	05-03	1.034	0.74	1.397
total	Finland	05-04	1.01	0.73	1.384
total	Finland	05-05	0.99	0.724	1.368
total	Finland	05-06	0.975	0.724	1.348
total	Finland	05-07	0.963	0.728	1.323
total	Finland	05-08	0.954	0.736	1.296
total	Finland	05-09	0.946	0.747	1.267
total	Finland	05-10	0.941	0.759	1.241
total	Finland	05-11	0.938	0.771	1.216
total	Finland	05-12	0.937	0.783	1.196
total	Finland	05-13	0.937	0.794	1.181
total	Finland	05-14	0.938	0.801	1.172
total	Finland	05-15	0.942	0.809	1.166
total	Finland	05-16	0.951	0.82	1.159
total	Finland	05-17	0.962	0.834	1.154
total	Finland	05-18	0.977	0.85	1.149
total	Finland	05-19	0.993	0.866	1.147
total	Finland	05-20	1.011	0.882	1.146
total	Finland	05-21	1.03	0.896	1.149
total	Finland	05-22	1.048	0.908	1.154
total	Finland	05-23	1.066	0.917	1.163
total	Finland	05-24	1.083	0.921	1.176
total	Finland	05-25	1.101	0.919	1.198
total	Finland	05-26	1.123	0.911	1.232
total	Finland	05-27	1.148	0.9	1.275
total	Finland	05-28	1.176	0.887	1.326
total	Finland	05-29	1.204	0.872	1.38
total	Finland	05-30	1.231	0.858	1.434
total	Finland	05-31	1.256	0.846	1.486
total	Finland	06-01	1.279	0.836	1.529
total	Finland	06-02	1.297	0.831	1.56
total	Finland	06-03	1.314	0.828	1.588
total	Finland	06-04	1.333	0.82	1.625
total	Finland	06-05	1.353	0.811	1.668
total	Finland	06-06	1.374	0.801	1.714
total	Finland	06-07	1.393	0.791	1.76
total	Finland	06-08	1.412	0.783	1.803
total	Finland	06-09	1.428	0.777	1.839
